booth_id,x,y,created_at,updated_at
A3502,0.190038,0.653881,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A3503,0.204321,0.653881,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A3504,0.204321,0.64084,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A3505,0.190038,0.64084,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A3506,0.17574,0.64084,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4001,0.290811,0.890618,2025-10-25 01:15:45.479232+00,2025-10-25 01:15:45.479232+00
A4101,0.261516,0.836217,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A4201,0.240097,0.797403,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4203,0.268619,0.797403,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4204,0.29003,0.79738,2025-10-25 01:15:45.479232+00,2025-10-25 01:15:45.479232+00
A4207,0.28291,0.784324,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4208,0.261483,0.784324,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4210,0.240097,0.784324,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4302,0.247238,0.758274,2025-10-25 01:15:45.515797+00,2025-10-25 01:15:45.515797+00
A4304,0.28291,0.758258,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4307,0.28291,0.745218,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4310,0.240097,0.745218,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4401,0.240139,0.706096,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4404,0.28296,0.706096,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4501,0.23286,0.653881,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4502,0.247163,0.653888,2025-10-25 01:15:45.515797+00,2025-10-25 01:15:45.515797+00
A4503,0.261449,0.653888,2025-10-25 01:15:45.479232+00,2025-10-25 01:15:45.479232+00
A4504,0.275698,0.653881,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4505,0.28998,0.653881,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4507,0.275698,0.64084,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4510,0.247125,0.64084,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A4601,0.232759,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4602,0.254161,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4604,0.275488,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4609,0.352528,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4610,0.366823,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4611,0.381046,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4612,0.395286,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4613,0.409514,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4614,0.423792,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A4615,0.445215,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A5001,0.343179,0.890603,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A5006,0.395504,0.890649,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A5101,0.361588,0.836217,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A5301,0.361588,0.771283,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A5401,0.325798,0.706096,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A5404,0.368619,0.706096,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A5412,0.325798,0.679992,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A5414,0.361491,0.679992,2025-10-25 01:15:45.479232+00,2025-10-25 01:15:45.479232+00
A5415,0.375777,0.679992,2025-10-25 01:15:45.515797+00,2025-10-25 01:15:45.515797+00
A5501,0.332939,0.653881,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A5504,0.368619,0.653881,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A5506,0.375756,0.64084,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A5508,0.354321,0.64084,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A5510,0.325798,0.64084,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6001,0.454984,0.890649,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A6101,0.455899,0.836217,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6301,0.427335,0.771061,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6304,0.455887,0.771061,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6306,0.498964,0.771061,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6308,0.455887,0.758013,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6311,0.427335,0.758013,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6401,0.418628,0.706096,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6405,0.468729,0.706096,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6407,0.475857,0.693033,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6408,0.461588,0.69304,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6411,0.425761,0.69304,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A6412,0.404346,0.69304,2025-10-25 01:15:45.300322+00,2025-10-25 01:15:45.300322+00
A6413,0.404346,0.679992,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6417,0.461588,0.679992,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6418,0.475857,0.679992,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6501,0.418628,0.653881,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A6505,0.461588,0.653881,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6506,0.475857,0.653888,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A6507,0.468729,0.64084,2025-10-25 01:15:45.440311+00,2025-10-25 01:15:45.440311+00
A7001,0.549779,0.87126,2025-10-25 01:15:45.257859+00,2025-10-25 01:15:45.257859+00
A7101,0.548829,0.836217,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7302,0.541718,0.771061,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A7304,0.570244,0.771061,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A7306,0.570244,0.758005,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7308,0.541718,0.758005,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7401,0.541709,0.706096,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7501,0.513112,0.653743,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7504,0.548821,0.653773,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7505,0.570232,0.653773,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7512,0.513112,0.640702,2025-10-25 01:15:45.349097+00,2025-10-25 01:15:45.349097+00
A7601,0.515975,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A7605,0.567201,0.614729,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8001,0.634518,0.89925,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8004,0.663044,0.89925,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8006,0.698678,0.900638,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8007,0.727226,0.900622,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8101,0.627377,0.871092,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8103,0.648779,0.871092,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8104,0.663036,0.871092,2025-10-25 01:15:45.257859+00,2025-10-25 01:15:45.257859+00
A8111,0.663086,0.858051,2025-10-25 01:15:45.515797+00,2025-10-25 01:15:45.515797+00
A8112,0.648804,0.858021,2025-10-25 01:15:45.257859+00,2025-10-25 01:15:45.257859+00
A8201,0.634518,0.832032,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8206,0.691583,0.832032,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8207,0.705832,0.832032,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8208,0.705832,0.818953,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8209,0.691583,0.818953,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8211,0.663061,0.815472,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8301,0.62024,0.792864,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8302,0.634514,0.792864,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8306,0.698729,0.792864,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8308,0.705832,0.779816,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8309,0.691583,0.779816,2025-10-25 01:15:45.257859+00,2025-10-25 01:15:45.257859+00
A8313,0.634514,0.779816,2025-10-25 01:15:45.257859+00,2025-10-25 01:15:45.257859+00
A8314,0.62024,0.779816,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8401,0.62024,0.75375,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8402,0.634514,0.75375,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8403,0.648779,0.75375,2025-10-25 01:15:45.398666+00,2025-10-25 01:15:45.398666+00
A8406,0.691583,0.75375,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8407,0.705832,0.75375,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8408,0.705832,0.74071,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8409,0.691583,0.74071,2025-10-25 01:15:45.257859+00,2025-10-25 01:15:45.257859+00
A8501,0.641659,0.710367,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8506,0.691533,0.710297,2025-10-25 01:15:45.479232+00,2025-10-25 01:15:45.479232+00
A8507,0.705832,0.710297,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8508,0.705832,0.697242,2025-10-25 01:15:45.515797+00,2025-10-25 01:15:45.515797+00
A8509,0.691533,0.697257,2025-10-25 01:15:45.479232+00,2025-10-25 01:15:45.479232+00
A8601,0.627364,0.669045,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8603,0.648804,0.669029,2025-10-25 01:15:45.515797+00,2025-10-25 01:15:45.515797+00
A8604,0.663078,0.669052,2025-10-25 01:15:45.479232+00,2025-10-25 01:15:45.479232+00
A8606,0.691583,0.669045,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8607,0.705832,0.669045,2025-10-25 01:15:45.257859+00,2025-10-25 01:15:45.257859+00
A8608,0.705832,0.656035,2025-10-25 01:15:45.515797+00,2025-10-25 01:15:45.515797+00
A8609,0.691583,0.655981,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8611,0.663078,0.655981,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
A8614,0.620223,0.644911,2025-10-25 01:15:45.149183+00,2025-10-25 01:15:45.149183+00
